Const,Your Rating,Date Rated,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
tt0620300,7,2024-11-22,"King of the Hill: Soldier of Misfortune","King of the Hill: Soldier of Misfortune",https://www.imdb.com/title/tt0620300,TV Episode,8.1,23,2001,"Animation, Drama, Comedy",424,"2001-12-09","Anthony Lioi,Klay Hall"
tt0764014,10,2024-11-21,"King of the Hill: Bobby Goes Nuts","King of the Hill: Bobby Goes Nuts",https://www.imdb.com/title/tt0764014,TV Episode,9.0,23,2001,"Animation, Drama, Comedy",766,"2001-11-11","Tricia Garcia,Klay Hall"
tt0620230,9,2024-11-21,"King of the Hill: Hank's Back Story","King of the Hill: Hank's Back Story",https://www.imdb.com/title/tt0620230,TV Episode,8.2,23,2001,"Animation, Drama, Comedy",435,"2001-05-06","Cyndi Tang,Klay Hall"
tt0620324,8,2024-11-20,"King of the Hill: The Trouble with Gribbles","King of the Hill: The Trouble with Gribbles",https://www.imdb.com/title/tt0620324,TV Episode,7.7,23,2001,"Animation, Drama, Comedy",409,"2001-04-22","Shaun Cashman,Klay Hall"
tt0620249,8,2024-11-20,"King of the Hill: It's Not Easy Being Green","King of the Hill: It's Not Easy Being Green",https://www.imdb.com/title/tt0620249,TV Episode,7.6,23,2001,"Animation, Drama, Comedy",388,"2001-04-08","Jeff Myers,Klay Hall"
tt0764019,8,2024-11-19,"King of the Hill: Hank's Choice","King of the Hill: Hank's Choice",https://www.imdb.com/title/tt0764019,TV Episode,7.6,23,2001,"Animation, Drama, Comedy",402,"2001-04-01","Boo Hwan Lim,Kyoung Hee Lim,Klay Hall"
tt0620262,8,2024-11-18,"King of the Hill: Luanne Virgin 2.0","King of the Hill: Luanne Virgin 2.0",https://www.imdb.com/title/tt0620262,TV Episode,7.4,23,2001,"Animation, Drama, Comedy",433,"2001-03-04","Adam Kuhlman,Klay Hall"
tt0620310,9,2024-11-15,"King of the Hill: The Exterminator","King of the Hill: The Exterminator",https://www.imdb.com/title/tt0620310,TV Episode,8.2,23,2001,"Animation, Drama, Comedy",454,"2001-03-04","Shaun Cashman,Klay Hall"
tt0620240,9,2024-11-14,"King of the Hill: Ho, Yeah!","King of the Hill: Ho, Yeah!",https://www.imdb.com/title/tt0620240,TV Episode,8.8,23,2001,"Animation, Drama, Comedy",710,"2001-02-25","Tricia Garcia,Klay Hall"
tt0620277,8,2024-11-14,"King of the Hill: Now Who's the Dummy?","King of the Hill: Now Who's the Dummy?",https://www.imdb.com/title/tt0620277,TV Episode,7.5,23,2001,"Animation, Drama, Comedy",408,"2001-02-18","Dominic Polcino,Klay Hall"
tt0620228,8,2024-11-13,"King of the Hill: Hank and the Great Glass Elevator","King of the Hill: Hank and the Great Glass Elevator",https://www.imdb.com/title/tt0620228,TV Episode,8.0,23,2001,"Animation, Drama, Comedy",441,"2001-02-11","Gary McCarver,Klay Hall"
tt0620210,8,2024-11-13,"King of the Hill: Chasing Bobby","King of the Hill: Chasing Bobby",https://www.imdb.com/title/tt0620210,TV Episode,8.1,23,2001,"Animation, Drama, Comedy",449,"2001-01-21","Anthony Lioi,Klay Hall"
tt0620188,8,2024-11-12,"King of the Hill: 'Twas the Nut Before Christmas","King of the Hill: 'Twas the Nut Before Christmas",https://www.imdb.com/title/tt0620188,TV Episode,7.4,30,2000,"Animation, Drama, Comedy",429,"2000-12-17","Jeff Myers,Klay Hall,John Rice"
tt0620334,7,2024-11-12,"King of the Hill: What Makes Bobby Run?","King of the Hill: What Makes Bobby Run?",https://www.imdb.com/title/tt0620334,TV Episode,7.2,23,2000,"Animation, Drama, Comedy",384,"2000-12-10","Cyndi Tang,Klay Hall"
tt0620335,7,2024-11-11,"King of the Hill: When Cotton Comes Marching Home","King of the Hill: When Cotton Comes Marching Home",https://www.imdb.com/title/tt0620335,TV Episode,7.1,23,2000,"Animation, Drama, Comedy",369,"2000-12-03","Tricia Garcia,Klay Hall"
tt0620281,8,2024-10-29,"King of the Hill: Peggy Makes the Big Leagues","King of the Hill: Peggy Makes the Big Leagues",https://www.imdb.com/title/tt0620281,TV Episode,7.3,23,2000,"Animation, Drama, Comedy",405,"2000-11-26","Dominic Polcino,Klay Hall"
tt4779762,9,2024-10-23,"Detroiters","Detroiters",https://www.imdb.com/title/tt4779762,TV Series,8.2,21,2017,"Comedy",6785,"2017-02-07",
tt0764035,9,2024-10-11,"King of the Hill: Spin the Choice","King of the Hill: Spin the Choice",https://www.imdb.com/title/tt0764035,TV Episode,7.5,23,2000,"Animation, Drama, Comedy",415,"2000-11-19","Allan Jacobsen,Klay Hall"
tt0620244,9,2024-10-11,"King of the Hill: I Don't Want to Wait ...","King of the Hill: I Don't Want to Wait ...",https://www.imdb.com/title/tt0620244,TV Episode,8.0,23,2000,"Animation, Drama, Comedy",440,"2000-11-12","Adam Kuhlman,Klay Hall,John Rice"
tt0764038,8,2024-10-11,"King of the Hill: The Buck Stops Here","King of the Hill: The Buck Stops Here",https://www.imdb.com/title/tt0764038,TV Episode,7.8,23,2000,"Animation, Drama, Comedy",422,"2000-11-05","Michael Dante DiMartino,Klay Hall,John Rice"
tt0620318,8,2024-10-10,"King of the Hill: The Perils of Polling","King of the Hill: The Perils of Polling",https://www.imdb.com/title/tt0620318,TV Episode,7.4,23,2000,"Animation, Drama, Comedy",425,"2000-10-01","Boo Hwan Lim,Kyoung Hee Lim,Klay Hall"
tt0620283,8,2024-10-09,"King of the Hill: Peggy's Fan Fair","King of the Hill: Peggy's Fan Fair",https://www.imdb.com/title/tt0620283,TV Episode,7.5,23,2000,"Animation, Drama, Comedy",421,"2000-05-21","Jeff Myers,Klay Hall"
tt0620332,8,2024-10-09,"King of the Hill: Transnational Amusements Presents: Peggy's Magic Sex Feet","King of the Hill: Transnational Amusements Presents: Peggy's Magic Sex Feet",https://www.imdb.com/title/tt0620332,TV Episode,7.3,23,2000,"Animation, Drama, Comedy",432,"2000-05-14","Cyndi Tang,Klay Hall"
tt0620222,8,2024-10-09,"King of the Hill: Flush with Power","King of the Hill: Flush with Power",https://www.imdb.com/title/tt0620222,TV Episode,7.8,23,2000,"Animation, Drama, Comedy",421,"2000-05-07","Allan Jacobsen,Klay Hall,John Rice"
tt0764025,8,2024-10-08,"King of the Hill: Nancy Boys","King of the Hill: Nancy Boys",https://www.imdb.com/title/tt0764025,TV Episode,8.2,23,2000,"Animation, Drama, Comedy",447,"2000-04-30","Tricia Garcia,Klay Hall,John Rice"
tt0620267,8,2024-09-11,"King of the Hill: Meet the Propaniacs","King of the Hill: Meet the Propaniacs",https://www.imdb.com/title/tt0620267,TV Episode,7.2,23,2000,"Animation, Drama, Comedy",421,"2000-04-16","Shaun Cashman,Klay Hall,John Rice"
tt0620231,8,2024-09-10,"King of the Hill: Hank's Bad Hair Day","King of the Hill: Hank's Bad Hair Day",https://www.imdb.com/title/tt0620231,TV Episode,7.8,23,2000,"Animation, Drama, Comedy",407,"2000-04-09","Gary McCarver,Klay Hall,John Rice"
tt0620338,8,2024-09-09,"King of the Hill: Won't You Pimai Neighbor?","King of the Hill: Won't You Pimai Neighbor?",https://www.imdb.com/title/tt0620338,TV Episode,7.9,23,2000,"Animation, Drama, Comedy",465,"2000-03-19","Boo Hwan Lim,Kyoung Hee Lim,Klay Hall,John Rice"
tt0620204,7,2024-09-08,"King of the Hill: Bill of Sales","King of the Hill: Bill of Sales",https://www.imdb.com/title/tt0620204,TV Episode,7.2,23,2000,"Animation, Drama, Comedy",403,"2000-03-12","Dominic Polcino,Klay Hall,John Rice"
tt0620269,8,2024-09-06,"King of the Hill: Movin' on Up","King of the Hill: Movin' on Up",https://www.imdb.com/title/tt0620269,TV Episode,7.7,23,2000,"Animation, Drama, Comedy",449,"2000-02-27","Klay Hall,John Rice"
tt0764024,8,2024-09-06,"King of the Hill: Naked Ambition","King of the Hill: Naked Ambition",https://www.imdb.com/title/tt0764024,TV Episode,8.3,23,2000,"Animation, Drama, Comedy",481,"2000-02-20","Anthony Lioi,Klay Hall,John Rice"
tt0620238,8,2024-09-04,"King of the Hill: High Anxiety","King of the Hill: High Anxiety",https://www.imdb.com/title/tt0620238,TV Episode,8.6,23,2000,"Animation, Drama, Comedy",540,"2000-02-13","Adam Kuhlman,Klay Hall,John Rice"
tt0620236,8,2024-08-08,"King of the Hill: Hanky Panky","King of the Hill: Hanky Panky",https://www.imdb.com/title/tt0620236,TV Episode,8.3,23,2000,"Animation, Drama, Comedy",508,"2000-02-06","Jeff Myers,Klay Hall,John Rice"
tt0620298,8,2024-08-08,"King of the Hill: Rodeo Days","King of the Hill: Rodeo Days",https://www.imdb.com/title/tt0620298,TV Episode,7.2,23,2000,"Animation, Drama, Comedy",410,"2000-01-16","Cyndi Tang,Klay Hall,John Rice"
tt0620278,7,2024-08-07,"King of the Hill: Old Glory","King of the Hill: Old Glory",https://www.imdb.com/title/tt0620278,TV Episode,7.3,23,2000,"Animation, Drama, Comedy",414,"2000-01-09","Gary McCarver,Klay Hall,John Rice"
tt0764022,8,2024-08-07,"King of the Hill: Hillennium","King of the Hill: Hillennium",https://www.imdb.com/title/tt0764022,TV Episode,8.0,23,1999,"Animation, Drama, Comedy",476,"1999-12-19","Tricia Garcia,Klay Hall,John Rice"
tt0764040,7,2024-08-06,"King of the Hill: To Kill a Ladybird","King of the Hill: To Kill a Ladybird",https://www.imdb.com/title/tt0764040,TV Episode,7.8,23,1999,"Animation, Drama, Comedy",454,"1999-12-12","Wesley Archer,Klay Hall,John Rice"
tt0620276,8,2024-07-31,"King of the Hill: Not in My Back Hoe","King of the Hill: Not in My Back Hoe",https://www.imdb.com/title/tt0620276,TV Episode,7.7,23,1999,"Animation, Drama, Comedy",431,"1999-11-28","Shaun Cashman,Klay Hall,John Rice"
tt0620237,7,2024-07-31,"King of the Hill: Happy Hank's Giving","King of the Hill: Happy Hank's Giving",https://www.imdb.com/title/tt0620237,TV Episode,8.0,23,1999,"Animation, Drama, Comedy",456,"1999-11-21","Martin Archer,Klay Hall,John Rice"
tt0620189,8,2024-07-30,"King of the Hill: A Beer Can Named Desire","King of the Hill: A Beer Can Named Desire",https://www.imdb.com/title/tt0620189,TV Episode,8.4,23,1999,"Animation, Drama, Comedy",601,"1999-11-14","Chuck Austen,Chris Moeller,Klay Hall,John Rice"
tt0620195,9,2024-07-29,"King of the Hill: Aisle 8A","King of the Hill: Aisle 8A",https://www.imdb.com/title/tt0620195,TV Episode,8.6,23,1999,"Animation, Drama, Comedy",555,"1999-11-07","Allan Jacobsen,Klay Hall,John Rice"
tt0620259,8,2024-07-29,"King of the Hill: Little Horrors of Shop","King of the Hill: Little Horrors of Shop",https://www.imdb.com/title/tt0620259,TV Episode,8.2,23,1999,"Animation, Drama, Comedy",460,"1999-10-31","Adam Kuhlman,Klay Hall,John Rice"
tt0620205,7,2024-07-28,"King of the Hill: Bills Are Made to Be Broken","King of the Hill: Bills Are Made to Be Broken",https://www.imdb.com/title/tt0620205,TV Episode,8.0,23,1999,"Animation, Drama, Comedy",457,"1999-10-24","Jeff Myers,Klay Hall,John Rice"
tt0620212,9,2024-07-28,"King of the Hill: Cotton's Plot","King of the Hill: Cotton's Plot",https://www.imdb.com/title/tt0620212,TV Episode,8.0,23,1999,"Animation, Drama, Comedy",488,"1999-10-03","Anthony Lioi,Klay Hall,John Rice"
tt0620280,8,2024-07-28,"King of the Hill: Peggy Hill: The Decline and Fall","King of the Hill: Peggy Hill: The Decline and Fall",https://www.imdb.com/title/tt0620280,TV Episode,7.8,23,1999,"Animation, Drama, Comedy",467,"1999-09-26","Klay Hall,Wesley Archer"
tt0764011,9,2024-07-28,"King of the Hill: As Old as the Hills","King of the Hill: As Old as the Hills",https://www.imdb.com/title/tt0764011,TV Episode,8.1,23,1999,"Animation, Drama, Comedy",466,"1999-05-18","Adam Kuhlman,Wesley Archer"
tt0620303,8,2024-07-28,"King of the Hill: Take Me Out of the Ball Game","King of the Hill: Take Me Out of the Ball Game",https://www.imdb.com/title/tt0620303,TV Episode,7.5,23,1999,"Animation, Drama, Comedy",421,"1999-05-11","Chris Moeller,Wesley Archer"
tt0620336,7,2024-07-26,"King of the Hill: Wings of the Dope","King of the Hill: Wings of the Dope",https://www.imdb.com/title/tt0620336,TV Episode,7.7,23,1999,"Animation, Drama, Comedy",537,"1999-05-04","Cyndi Tang,Wesley Archer"
tt0763466,7,2024-07-26,"King of the Hill: Death and Texas","King of the Hill: Death and Texas",https://www.imdb.com/title/tt0763466,TV Episode,7.4,23,1999,"Animation, Drama, Comedy",451,"1999-04-27","Wesley Archer"
tt0620297,8,2024-07-25,"King of the Hill: Revenge of the Lutefisk","King of the Hill: Revenge of the Lutefisk",https://www.imdb.com/title/tt0620297,TV Episode,8.1,23,1999,"Animation, Drama, Comedy",485,"1999-04-20","Jack Dyer,Wesley Archer"
tt0620219,9,2024-07-25,"King of the Hill: Dog Dale Afternoon","King of the Hill: Dog Dale Afternoon",https://www.imdb.com/title/tt0620219,TV Episode,7.9,23,1999,"Animation, Drama, Comedy",489,"1999-04-13","Tricia Garcia,Wesley Archer"
tt0620232,7,2024-07-24,"King of the Hill: Hank's Cowboy Movie","King of the Hill: Hank's Cowboy Movie",https://www.imdb.com/title/tt0620232,TV Episode,7.2,23,1999,"Animation, Drama, Comedy",454,"1999-04-06","Shaun Cashman,Wesley Archer"
tt0620197,8,2024-07-24,"King of the Hill: And They Call It Bobby Love","King of the Hill: And They Call It Bobby Love",https://www.imdb.com/title/tt0620197,TV Episode,8.0,23,1998,"Animation, Drama, Comedy",591,"1998-09-22","Cyndi Tang,Wesley Archer"
tt0620261,9,2024-07-24,"King of the Hill: Love Hurts and So Does Art","King of the Hill: Love Hurts and So Does Art",https://www.imdb.com/title/tt0620261,TV Episode,8.1,23,1999,"Animation, Drama, Comedy",517,"1999-03-23","Adam Kuhlman,Wesley Archer"
tt0620220,8,2024-07-23,"King of the Hill: Escape from Party Island","King of the Hill: Escape from Party Island",https://www.imdb.com/title/tt0620220,TV Episode,7.4,23,1999,"Animation, Drama, Comedy",489,"1999-03-16","Gary McCarver,Wesley Archer"
tt0620250,9,2024-07-23,"King of the Hill: Jon Vitti Presents: 'Return to La Grunta'","King of the Hill: Jon Vitti Presents: 'Return to La Grunta'",https://www.imdb.com/title/tt0620250,TV Episode,8.2,23,1999,"Animation, Drama, Comedy",492,"1999-02-23","Gary McCarver,Wesley Archer"
tt0764033,7,2024-07-22,"King of the Hill: Sleight of Hank","King of the Hill: Sleight of Hank",https://www.imdb.com/title/tt0764033,TV Episode,7.6,23,1999,"Animation, Drama, Comedy",454,"1999-02-16","Jeff Myers,Wesley Archer"
tt0620326,7,2024-07-21,"King of the Hill: The Wedding of Bobby Hill","King of the Hill: The Wedding of Bobby Hill",https://www.imdb.com/title/tt0620326,TV Episode,8.2,23,1999,"Animation, Drama, Comedy",547,"1999-02-09","Jack Dyer,Wesley Archer"
tt0620217,8,2024-07-20,"King of the Hill: De-Kahnstructing Henry","King of the Hill: De-Kahnstructing Henry",https://www.imdb.com/title/tt0620217,TV Episode,7.5,23,1999,"Animation, Drama, Comedy",446,"1999-02-02","Klay Hall,Wesley Archer"
tt0620327,9,2024-07-19,"King of the Hill: Three Coaches and a Bobby","King of the Hill: Three Coaches and a Bobby",https://www.imdb.com/title/tt0620327,TV Episode,7.3,30,1999,"Animation, Drama, Comedy",465,"1999-01-26","Chris Moeller,Wesley Archer"
tt0620329,7,2024-07-19,"King of the Hill: To Spank with Love","King of the Hill: To Spank with Love",https://www.imdb.com/title/tt0620329,TV Episode,7.4,23,1999,"Animation, Drama, Comedy",473,"1999-01-19","Adam Kuhlman,Wesley Archer"
tt0620190,9,2024-07-18,"King of the Hill: A Fire-fighting We Will Go","King of the Hill: A Fire-fighting We Will Go",https://www.imdb.com/title/tt0620190,TV Episode,8.7,23,1999,"Animation, Drama, Comedy",742,"1999-01-12","Cyndi Tang,Wesley Archer"
tt0620291,6,2024-07-17,"King of the Hill: Pretty, Pretty Dresses","King of the Hill: Pretty, Pretty Dresses",https://www.imdb.com/title/tt0620291,TV Episode,8.1,23,1998,"Animation, Drama, Comedy",576,"1998-12-15","Dominic Polcino,Wesley Archer"
tt0620227,8,2024-07-16,"King of the Hill: Good Hill Hunting","King of the Hill: Good Hill Hunting",https://www.imdb.com/title/tt0620227,TV Episode,7.5,23,1998,"Animation, Drama, Comedy",471,"1998-12-01","Klay Hall,Wesley Archer"
tt0620275,7,2024-07-16,"King of the Hill: Nine Pretty Darn Angry Men","King of the Hill: Nine Pretty Darn Angry Men",https://www.imdb.com/title/tt0620275,TV Episode,8.0,23,1998,"Animation, Drama, Comedy",498,"1998-11-17","Shaun Cashman,Wesley Archer"
tt0620284,6,2024-07-16,"King of the Hill: Peggy's Pageant Fever","King of the Hill: Peggy's Pageant Fever",https://www.imdb.com/title/tt0620284,TV Episode,6.7,23,1998,"Animation, Drama, Comedy",475,"1998-11-10","Tricia Garcia,Wesley Archer"
tt0764026,8,2024-07-16,"King of the Hill: Next of Shin","King of the Hill: Next of Shin",https://www.imdb.com/title/tt0764026,TV Episode,7.3,23,1998,"Animation, Drama, Comedy",447,"1998-11-03","Jeff Myers,Wesley Archer"
tt0620290,8,2024-07-16,"King of the Hill: Pregnant Paws","King of the Hill: Pregnant Paws",https://www.imdb.com/title/tt0620290,TV Episode,7.3,23,1998,"Animation, Drama, Comedy",478,"1998-10-13","Chris Moeller,Wesley Archer"
tt0764029,8,2024-07-15,"King of the Hill: Peggy's Headache","King of the Hill: Peggy's Headache",https://www.imdb.com/title/tt0764029,TV Episode,8.0,23,1998,"Animation, Drama, Comedy",525,"1998-10-06","Chris Moeller,Wesley Archer"
tt0620218,8,2024-07-14,"King of the Hill: Propane Boom Part 2: Death of a Propane Salesman","King of the Hill: Propane Boom Part 2: Death of a Propane Salesman",https://www.imdb.com/title/tt0620218,TV Episode,8.0,23,1998,"Animation, Drama, Comedy",563,"1998-09-15","Lauren MacMullan,Wesley Archer"
tt0620292,8,2024-07-13,"King of the Hill: Propane Boom Part 1","King of the Hill: Propane Boom Part 1",https://www.imdb.com/title/tt0620292,TV Episode,8.2,23,1998,"Animation, Drama, Comedy",577,"1998-05-17","Gary McCarver,Wesley Archer"
tt0620285,7,2024-07-13,"King of the Hill: Peggy's Turtle Song","King of the Hill: Peggy's Turtle Song",https://www.imdb.com/title/tt0620285,TV Episode,7.2,23,1998,"Animation, Drama, Comedy",519,"1998-05-10","Jeff Myers,Wesley Archer"
tt0620258,8,2024-07-12,"King of the Hill: Life in the Fast Lane, Bobby's Saga","King of the Hill: Life in the Fast Lane, Bobby's Saga",https://www.imdb.com/title/tt0620258,TV Episode,7.7,23,1998,"Animation, Drama, Comedy",522,"1998-05-03","Adam Kuhlman,Wesley Archer"
tt0620253,8,2024-07-11,"King of the Hill: Junkie Business","King of the Hill: Junkie Business",https://www.imdb.com/title/tt0620253,TV Episode,7.6,23,1998,"Animation, Drama, Comedy",526,"1998-04-26","Cyndi Tang,Wesley Archer"
tt0620257,7,2024-07-11,"King of the Hill: Leanne's Saga","King of the Hill: Leanne's Saga",https://www.imdb.com/title/tt0620257,TV Episode,7.6,23,1998,"Animation, Drama, Comedy",542,"1998-04-19","Tricia Garcia,Wesley Archer"
tt0620313,7,2024-07-11,"King of the Hill: The Final Shinsult","King of the Hill: The Final Shinsult",https://www.imdb.com/title/tt0620313,TV Episode,7.2,23,1998,"Animation, Drama, Comedy",512,"1998-03-15","Jack Dyer,Wesley Archer"
tt0620233,8,2024-07-10,"King of the Hill: Hank's Dirty Laundry","King of the Hill: Hank's Dirty Laundry",https://www.imdb.com/title/tt0620233,TV Episode,8.3,23,1998,"Animation, Drama, Comedy",613,"1998-03-01","Shaun Cashman,Wesley Archer"
tt0620331,8,2024-07-10,"King of the Hill: Traffic Jam","King of the Hill: Traffic Jam",https://www.imdb.com/title/tt0620331,TV Episode,7.3,23,1998,"Animation, Drama, Comedy",573,"1998-02-22","Klay Hall,Wesley Archer"
tt0620328,7,2024-07-10,"King of the Hill: Three Days of the Kahndo","King of the Hill: Three Days of the Kahndo",https://www.imdb.com/title/tt0620328,TV Episode,8.0,23,1998,"Animation, Drama, Comedy",568,"1998-02-15","Lauren MacMullan,Wesley Archer"
tt0620246,7,2024-07-09,"King of the Hill: I Remember Mono","King of the Hill: I Remember Mono",https://www.imdb.com/title/tt0620246,TV Episode,7.3,23,1998,"Animation, Drama, Comedy",540,"1998-02-08","Wesley Archer"
tt0620299,8,2024-07-09,"King of the Hill: Snow Job","King of the Hill: Snow Job",https://www.imdb.com/title/tt0620299,TV Episode,7.4,23,1998,"Animation, Drama, Comedy",533,"1998-02-01","Adam Kuhlman,Wesley Archer"
tt0620266,7,2024-07-09,"King of the Hill: Meet the Manger Babies","King of the Hill: Meet the Manger Babies",https://www.imdb.com/title/tt0620266,TV Episode,7.2,23,1998,"Animation, Drama, Comedy",585,"1998-01-11","Jeff Myers,Wesley Archer"
tt0620325,9,2024-07-08,"King of the Hill: The Unbearable Blindness of Laying","King of the Hill: The Unbearable Blindness of Laying",https://www.imdb.com/title/tt0620325,TV Episode,7.9,23,1997,"Animation, Drama, Comedy",616,"1997-12-21","Cyndi Tang,Wesley Archer"
tt0764015,7,2024-07-06,"King of the Hill: Bobby Slam","King of the Hill: Bobby Slam",https://www.imdb.com/title/tt0764015,TV Episode,7.7,23,1997,"Animation, Drama, Comedy",576,"1997-12-14","Chris Moeller,Wesley Archer"
tt0620309,7,2024-07-05,"King of the Hill: The Company Man","King of the Hill: The Company Man",https://www.imdb.com/title/tt0620309,TV Episode,7.2,23,1997,"Animation, Drama, Comedy",569,"1997-12-07","Klay Hall,Wesley Archer"
tt0620322,8,2024-07-04,"King of the Hill: The Son That Got Away","King of the Hill: The Son That Got Away",https://www.imdb.com/title/tt0620322,TV Episode,7.5,23,1997,"Animation, Drama, Comedy",589,"1997-11-23","Tricia Garcia,Wesley Archer"
tt0620316,8,2024-07-04,"King of the Hill: The Man Who Shot Cane Skretteburg","King of the Hill: The Man Who Shot Cane Skretteburg",https://www.imdb.com/title/tt0620316,TV Episode,7.6,23,1997,"Animation, Drama, Comedy",634,"1997-11-16","Monte Young,Wesley Archer"
tt0620243,8,2024-07-03,"King of the Hill: Husky Bobby","King of the Hill: Husky Bobby",https://www.imdb.com/title/tt0620243,TV Episode,7.5,23,1997,"Animation, Drama, Comedy",643,"1997-11-09","Martin Archer,Wesley Archer"
tt0620252,8,2024-07-03,"King of the Hill: Jumpin' Crack Bass","King of the Hill: Jumpin' Crack Bass",https://www.imdb.com/title/tt0620252,TV Episode,8.0,23,1997,"Animation, Drama, Comedy",668,"1997-11-02","Gary McCarver,Wesley Archer"
tt0620239,8,2024-07-02,"King of the Hill: Hilloween","King of the Hill: Hilloween",https://www.imdb.com/title/tt0620239,TV Episode,8.1,23,1997,"Animation, Drama, Comedy",716,"1997-10-26","John Rice,Wesley Archer"
tt0620200,8,2024-06-28,"King of the Hill: Arrow Head","King of the Hill: Arrow Head",https://www.imdb.com/title/tt0620200,TV Episode,7.3,23,1997,"Animation, Drama, Comedy",631,"1997-10-19","Klay Hall,Wesley Archer"
tt0620305,8,2024-06-28,"King of the Hill: Texas City Twister","King of the Hill: Texas City Twister",https://www.imdb.com/title/tt0620305,TV Episode,8.1,23,1997,"Animation, Drama, Comedy",682,"1997-09-28","Jeff Myers,Wesley Archer"
tt0620242,9,2024-06-27,"King of the Hill: How to Fire a Rifle Without Really Trying","King of the Hill: How to Fire a Rifle Without Really Trying",https://www.imdb.com/title/tt0620242,TV Episode,7.7,23,1997,"Animation, Drama, Comedy",663,"1997-09-21","Adam Kuhlman,Wesley Archer"
tt0620289,8,2024-06-27,"King of the Hill: Plastic White Female","King of the Hill: Plastic White Female",https://www.imdb.com/title/tt0620289,TV Episode,7.9,22,1997,"Animation, Drama, Comedy",691,"1997-05-11","Jeff Myers,Wesley Archer"
tt0620256,7,2024-06-26,"King of the Hill: King of the Ant Hill","King of the Hill: King of the Ant Hill",https://www.imdb.com/title/tt0620256,TV Episode,7.7,23,1997,"Animation, Drama, Comedy",662,"1997-05-04","Gary McCarver,Wesley Archer"
tt0620254,6,2024-06-25,"King of the Hill: Keeping Up with Our Joneses","King of the Hill: Keeping Up with Our Joneses",https://www.imdb.com/title/tt0620254,TV Episode,8.2,23,1997,"Animation, Drama, Comedy",805,"1997-04-27","John Rice,Wesley Archer"
tt0620282,7,2024-06-25,"King of the Hill: Peggy the Boggle Champ","King of the Hill: Peggy the Boggle Champ",https://www.imdb.com/title/tt0620282,TV Episode,7.6,23,1997,"Animation, Drama, Comedy",701,"1997-04-13","Chuck Sheetz,Wesley Archer"
tt0764032,8,2024-06-24,"King of the Hill: Shins of the Father","King of the Hill: Shins of the Father",https://www.imdb.com/title/tt0764032,TV Episode,7.6,22,1997,"Animation, Drama, Comedy",710,"1997-03-23","Martin Archer,Wesley Archer"
tt0763266,7,2024-06-24,"King of the Hill: Westie Side Story","King of the Hill: Westie Side Story",https://www.imdb.com/title/tt0763266,TV Episode,7.9,23,1997,"Animation, Drama, Comedy",727,"1997-03-02","Brian Sheesley,Wesley Archer"
tt0620235,8,2024-06-24,"King of the Hill: Hank's Unmentionable Problem","King of the Hill: Hank's Unmentionable Problem",https://www.imdb.com/title/tt0620235,TV Episode,7.8,23,1997,"Animation, Drama, Comedy",752,"1997-02-23","Adam Kuhlman,Wesley Archer"
tt0620263,8,2024-06-24,"King of the Hill: Luanne's Saga","King of the Hill: Luanne's Saga",https://www.imdb.com/title/tt0620263,TV Episode,7.5,23,1997,"Animation, Drama, Comedy",739,"1997-02-16","Patty Shinagawa,Wesley Archer"
tt0620234,7,2024-06-22,"King of the Hill: Hank's Got the Willies","King of the Hill: Hank's Got the Willies",https://www.imdb.com/title/tt0620234,TV Episode,7.3,22,1997,"Animation, Drama, Comedy",782,"1997-02-09","Monte Young,Wesley Archer"
tt0620317,7,2024-06-21,"King of the Hill: The Order of the Straight Arrow","King of the Hill: The Order of the Straight Arrow",https://www.imdb.com/title/tt0620317,TV Episode,7.3,23,1997,"Animation, Drama, Comedy",833,"1997-02-02","Klay Hall,Wesley Archer"
tt0620301,7,2024-06-21,"King of the Hill: Square Peg","King of the Hill: Square Peg",https://www.imdb.com/title/tt0620301,TV Episode,7.8,23,1997,"Animation, Drama, Comedy",917,"1997-01-19","Gary McCarver,Wesley Archer"
tt0620288,9,2024-06-20,"King of the Hill: Pilot","King of the Hill: Pilot",https://www.imdb.com/title/tt0620288,TV Episode,8.0,23,1997,"Animation, Drama, Comedy",1108,"1997-08-01","Wesley Archer"
tt0620247,8,2024-06-20,"King of the Hill: I'm with Cupid","King of the Hill: I'm with Cupid",https://www.imdb.com/title/tt0620247,TV Episode,7.4,23,2002,"Animation, Drama, Comedy",369,"2002-02-10","Allan Jacobsen,Klay Hall"
tt0620264,9,2024-06-20,"King of the Hill: Lupe's Revenge","King of the Hill: Lupe's Revenge",https://www.imdb.com/title/tt0620264,TV Episode,7.9,23,2001,"Animation, Drama, Comedy",445,"2001-12-12","Allan Jacobsen,Klay Hall"
tt0620255,9,2024-06-20,"King of the Hill: Kidney Boy and Hamster Girl: A Love Story","King of the Hill: Kidney Boy and Hamster Girl: A Love Story",https://www.imdb.com/title/tt0620255,TV Episode,7.7,23,2001,"Animation, Drama, Comedy",407,"2001-05-13","Gary McCarver,Klay Hall"
tt0620339,9,2024-06-20,"King of the Hill: Yankee Hankee","King of the Hill: Yankee Hankee",https://www.imdb.com/title/tt0620339,TV Episode,7.4,23,2001,"Animation, Drama, Comedy",413,"2001-02-04","Adam Kuhlman,Klay Hall"
